TIMESTAMP,GROUP,TYPE,VALUE
2001-02-01T00:00:00.Z,Quebec,Trucks,304519
2001-03-01T00:00:00.Z,Quebec,Trucks,473122
2001-04-01T00:00:00.Z,Quebec,Trucks,463237
2001-05-01T00:00:00.Z,Quebec,Trucks,469617
2001-06-01T00:00:00.Z,Quebec,Trucks,489551
2001-07-01T00:00:00.Z,Quebec,Trucks,368716
2001-08-01T00:00:00.Z,Quebec,Trucks,388955
2001-09-01T00:00:00.Z,Quebec,Trucks,373079
2001-10-01T00:00:00.Z,Quebec,Trucks,349078
2001-11-01T00:00:00.Z,Quebec,Trucks,391304
2001-12-01T00:00:00.Z,Quebec,Trucks,407073
2002-01-01T00:00:00.Z,Quebec,Trucks,345159
2002-02-01T00:00:00.Z,Quebec,Trucks,324546
2002-03-01T00:00:00.Z,Quebec,Trucks,473021
2002-04-01T00:00:00.Z,Quebec,Trucks,520383
2002-05-01T00:00:00.Z,Quebec,Trucks,574041
2002-06-01T00:00:00.Z,Quebec,Trucks,516936
2002-07-01T00:00:00.Z,Quebec,Trucks,428073
2002-08-01T00:00:00.Z,Quebec,Trucks,485520
2002-09-01T00:00:00.Z,Quebec,Trucks,466436
2002-10-01T00:00:00.Z,Quebec,Trucks,451871
2002-11-01T00:00:00.Z,Quebec,Trucks,422334
2002-12-01T00:00:00.Z,Quebec,Trucks,452490
2003-01-01T00:00:00.Z,Quebec,Trucks,307272
2003-02-01T00:00:00.Z,Quebec,Trucks,353340
2003-03-01T00:00:00.Z,Quebec,Trucks,531766
2003-04-01T00:00:00.Z,Quebec,Trucks,505770
2003-05-01T00:00:00.Z,Quebec,Trucks,549690
2003-06-01T00:00:00.Z,Quebec,Trucks,493893
2003-07-01T00:00:00.Z,Quebec,Trucks,504373
2003-08-01T00:00:00.Z,Quebec,Trucks,506300
2003-09-01T00:00:00.Z,Quebec,Trucks,525405
2003-10-01T00:00:00.Z,Quebec,Trucks,413513
2003-11-01T00:00:00.Z,Quebec,Trucks,364032
2003-12-01T00:00:00.Z,Quebec,Trucks,342244
2004-01-01T00:00:00.Z,Quebec,Trucks,286218
2004-02-01T00:00:00.Z,Quebec,Trucks,335019
2004-03-01T00:00:00.Z,Quebec,Trucks,561861
2004-04-01T00:00:00.Z,Quebec,Trucks,576938
2004-05-01T00:00:00.Z,Quebec,Trucks,530706
2004-06-01T00:00:00.Z,Quebec,Trucks,558424
2004-07-01T00:00:00.Z,Quebec,Trucks,484647
2004-08-01T00:00:00.Z,Quebec,Trucks,451791
2004-09-01T00:00:00.Z,Quebec,Trucks,470721
2004-10-01T00:00:00.Z,Quebec,Trucks,405006
2004-11-01T00:00:00.Z,Quebec,Trucks,430262
2004-12-01T00:00:00.Z,Quebec,Trucks,396558
2005-01-01T00:00:00.Z,Quebec,Trucks,310219
2005-02-01T00:00:00.Z,Quebec,Trucks,403945
2005-03-01T00:00:00.Z,Quebec,Trucks,555003
2005-04-01T00:00:00.Z,Quebec,Trucks,590399
2005-05-01T00:00:00.Z,Quebec,Trucks,570244
2005-06-01T00:00:00.Z,Quebec,Trucks,613912
2005-07-01T00:00:00.Z,Quebec,Trucks,503969
2005-08-01T00:00:00.Z,Quebec,Trucks,463392
2005-09-01T00:00:00.Z,Quebec,Trucks,401340
2005-10-01T00:00:00.Z,Quebec,Trucks,390829
2005-11-01T00:00:00.Z,Quebec,Trucks,451603
2005-12-01T00:00:00.Z,Quebec,Trucks,386920
2006-01-01T00:00:00.Z,Quebec,Trucks,292984
2006-02-01T00:00:00.Z,Quebec,Trucks,362326
2006-03-01T00:00:00.Z,Quebec,Trucks,559140
2006-04-01T00:00:00.Z,Quebec,Trucks,520688
2006-05-01T00:00:00.Z,Quebec,Trucks,569460
2006-06-01T00:00:00.Z,Quebec,Trucks,500208
2006-07-01T00:00:00.Z,Quebec,Trucks,458048
2006-08-01T00:00:00.Z,Quebec,Trucks,519753
2006-09-01T00:00:00.Z,Quebec,Trucks,455121
2006-10-01T00:00:00.Z,Quebec,Trucks,410395
2006-11-01T00:00:00.Z,Quebec,Trucks,439401
2006-12-01T00:00:00.Z,Quebec,Trucks,432947
2007-01-01T00:00:00.Z,Quebec,Trucks,334016
2007-02-01T00:00:00.Z,Quebec,Trucks,356428
2007-03-01T00:00:00.Z,Quebec,Trucks,545274
2007-04-01T00:00:00.Z,Quebec,Trucks,584185
2007-05-01T00:00:00.Z,Quebec,Trucks,647232
2007-06-01T00:00:00.Z,Quebec,Trucks,536096
2007-07-01T00:00:00.Z,Quebec,Trucks,417179
2007-08-01T00:00:00.Z,Quebec,Trucks,503740
2007-09-01T00:00:00.Z,Quebec,Trucks,436722
2007-10-01T00:00:00.Z,Quebec,Trucks,428887
2007-11-01T00:00:00.Z,Quebec,Trucks,408047
2007-12-01T00:00:00.Z,Quebec,Trucks,389834
2008-01-01T00:00:00.Z,Quebec,Trucks,365396
2008-02-01T00:00:00.Z,Quebec,Trucks,404022
2008-03-01T00:00:00.Z,Quebec,Trucks,515808
2008-04-01T00:00:00.Z,Quebec,Trucks,633850
2008-05-01T00:00:00.Z,Quebec,Trucks,588728
2008-06-01T00:00:00.Z,Quebec,Trucks,450545
2008-07-01T00:00:00.Z,Quebec,Trucks,467560
2008-08-01T00:00:00.Z,Quebec,Trucks,464070
2008-09-01T00:00:00.Z,Quebec,Trucks,456992
2008-10-01T00:00:00.Z,Quebec,Trucks,432005
2008-11-01T00:00:00.Z,Quebec,Trucks,367593
2008-12-01T00:00:00.Z,Quebec,Trucks,357160
2009-01-01T00:00:00.Z,Quebec,Trucks,288218
2009-02-01T00:00:00.Z,Quebec,Trucks,329494
2009-03-01T00:00:00.Z,Quebec,Trucks,543427
2009-04-01T00:00:00.Z,Quebec,Trucks,557765
2009-05-01T00:00:00.Z,Quebec,Trucks,568383
2009-06-01T00:00:00.Z,Quebec,Trucks,507659
2009-07-01T00:00:00.Z,Quebec,Trucks,497304
2009-08-01T00:00:00.Z,Quebec,Trucks,481090
2009-09-01T00:00:00.Z,Quebec,Trucks,473248
2009-10-01T00:00:00.Z,Quebec,Trucks,451152
2009-11-01T00:00:00.Z,Quebec,Trucks,399138
2009-12-01T00:00:00.Z,Quebec,Trucks,460321
2010-01-01T00:00:00.Z,Quebec,Trucks,345819
2010-02-01T00:00:00.Z,Quebec,Trucks,424769
2010-03-01T00:00:00.Z,Quebec,Trucks,663444
2010-04-01T00:00:00.Z,Quebec,Trucks,658304
2010-05-01T00:00:00.Z,Quebec,Trucks,605098
2010-06-01T00:00:00.Z,Quebec,Trucks,609744
2010-07-01T00:00:00.Z,Quebec,Trucks,595831
2010-08-01T00:00:00.Z,Quebec,Trucks,572194
2010-09-01T00:00:00.Z,Quebec,Trucks,566215
2010-10-01T00:00:00.Z,Quebec,Trucks,527163
2010-11-01T00:00:00.Z,Quebec,Trucks,511457
2010-12-01T00:00:00.Z,Quebec,Trucks,520567
2011-01-01T00:00:00.Z,Quebec,Trucks,393095
2011-02-01T00:00:00.Z,Quebec,Trucks,448907
2011-03-01T00:00:00.Z,Quebec,Trucks,705525
2011-04-01T00:00:00.Z,Quebec,Trucks,713146
2011-05-01T00:00:00.Z,Quebec,Trucks,670670
2011-06-01T00:00:00.Z,Quebec,Trucks,639155
2011-07-01T00:00:00.Z,Quebec,Trucks,594741
2011-08-01T00:00:00.Z,Quebec,Trucks,578433
2011-09-01T00:00:00.Z,Quebec,Trucks,608584
2011-10-01T00:00:00.Z,Quebec,Trucks,552028
2011-11-01T00:00:00.Z,Quebec,Trucks,504168
2011-12-01T00:00:00.Z,Quebec,Trucks,479075
2012-01-01T00:00:00.Z,Quebec,Trucks,399525
2012-02-01T00:00:00.Z,Quebec,Trucks,431831
2012-03-01T00:00:00.Z,Quebec,Trucks,680468
2012-04-01T00:00:00.Z,Quebec,Trucks,635331
2012-05-01T00:00:00.Z,Quebec,Trucks,716960
2012-06-01T00:00:00.Z,Quebec,Trucks,662589
2012-07-01T00:00:00.Z,Quebec,Trucks,588253
2012-08-01T00:00:00.Z,Quebec,Trucks,588955
2012-09-01T00:00:00.Z,Quebec,Trucks,545242
2012-10-01T00:00:00.Z,Quebec,Trucks,542270
2012-11-01T00:00:00.Z,Quebec,Trucks,500025
2012-12-01T00:00:00.Z,Quebec,Trucks,395115
2013-01-01T00:00:00.Z,Quebec,Trucks,388304
2013-02-01T00:00:00.Z,Quebec,Trucks,425586
2013-03-01T00:00:00.Z,Quebec,Trucks,659332
2013-04-01T00:00:00.Z,Quebec,Trucks,764572
2013-05-01T00:00:00.Z,Quebec,Trucks,755517
2013-06-01T00:00:00.Z,Quebec,Trucks,647750
2013-07-01T00:00:00.Z,Quebec,Trucks,625477
2013-08-01T00:00:00.Z,Quebec,Trucks,591618
2013-09-01T00:00:00.Z,Quebec,Trucks,581116
2013-10-01T00:00:00.Z,Quebec,Trucks,597731
2013-11-01T00:00:00.Z,Quebec,Trucks,543697
2013-12-01T00:00:00.Z,Quebec,Trucks,468606
2014-01-01T00:00:00.Z,Quebec,Trucks,372678
2014-02-01T00:00:00.Z,Quebec,Trucks,411315
2014-03-01T00:00:00.Z,Quebec,Trucks,637138
2014-04-01T00:00:00.Z,Quebec,Trucks,767661
2014-05-01T00:00:00.Z,Quebec,Trucks,798848
2014-06-01T00:00:00.Z,Quebec,Trucks,669855
2014-07-01T00:00:00.Z,Quebec,Trucks,709898
2014-08-01T00:00:00.Z,Quebec,Trucks,664016
2014-09-01T00:00:00.Z,Quebec,Trucks,707538
2014-10-01T00:00:00.Z,Quebec,Trucks,659064
2014-11-01T00:00:00.Z,Quebec,Trucks,594167
2014-12-01T00:00:00.Z,Quebec,Trucks,555931
2015-01-01T00:00:00.Z,Quebec,Trucks,457815
2015-02-01T00:00:00.Z,Quebec,Trucks,496794
2015-03-01T00:00:00.Z,Quebec,Trucks,805886
2015-04-01T00:00:00.Z,Quebec,Trucks,913416
2015-05-01T00:00:00.Z,Quebec,Trucks,886821
2015-06-01T00:00:00.Z,Quebec,Trucks,826304
2015-07-01T00:00:00.Z,Quebec,Trucks,827019
2015-08-01T00:00:00.Z,Quebec,Trucks,856913
2015-09-01T00:00:00.Z,Quebec,Trucks,874046
2015-10-01T00:00:00.Z,Quebec,Trucks,819168
2015-11-01T00:00:00.Z,Quebec,Trucks,727007
2015-12-01T00:00:00.Z,Quebec,Trucks,634924
2016-01-01T00:00:00.Z,Quebec,Trucks,595364
2016-02-01T00:00:00.Z,Quebec,Trucks,677574
2016-03-01T00:00:00.Z,Quebec,Trucks,1036814
2016-04-01T00:00:00.Z,Quebec,Trucks,1115636
2016-05-01T00:00:00.Z,Quebec,Trucks,1021352
2016-06-01T00:00:00.Z,Quebec,Trucks,988337
2016-07-01T00:00:00.Z,Quebec,Trucks,975578
2016-08-01T00:00:00.Z,Quebec,Trucks,919494
2016-09-01T00:00:00.Z,Quebec,Trucks,1006386
2016-10-01T00:00:00.Z,Quebec,Trucks,858110
2016-11-01T00:00:00.Z,Quebec,Trucks,960629
2016-12-01T00:00:00.Z,Quebec,Trucks,763577
2017-01-01T00:00:00.Z,Quebec,Trucks,614436
2017-02-01T00:00:00.Z,Quebec,Trucks,714307
2017-03-01T00:00:00.Z,Quebec,Trucks,1147297
2017-04-01T00:00:00.Z,Quebec,Trucks,1156677
2017-05-01T00:00:00.Z,Quebec,Trucks,1220251
2017-06-01T00:00:00.Z,Quebec,Trucks,1158267
2017-07-01T00:00:00.Z,Quebec,Trucks,1032164
2017-08-01T00:00:00.Z,Quebec,Trucks,1061542
2017-09-01T00:00:00.Z,Quebec,Trucks,1104967
2017-10-01T00:00:00.Z,Quebec,Trucks,1015469
2017-11-01T00:00:00.Z,Quebec,Trucks,1033661
2017-12-01T00:00:00.Z,Quebec,Trucks,736943
2018-01-01T00:00:00.Z,Quebec,Trucks,688285
2018-02-01T00:00:00.Z,Quebec,Trucks,756734
2018-03-01T00:00:00.Z,Quebec,Trucks,1286263
2018-04-01T00:00:00.Z,Quebec,Trucks,1312546
2018-05-01T00:00:00.Z,Quebec,Trucks,1401687
2018-06-01T00:00:00.Z,Quebec,Trucks,1182542
2018-07-01T00:00:00.Z,Quebec,Trucks,1088697
2018-08-01T00:00:00.Z,Quebec,Trucks,1184590
2018-09-01T00:00:00.Z,Quebec,Trucks,1132357
2018-10-01T00:00:00.Z,Quebec,Trucks,1081699
2018-11-01T00:00:00.Z,Quebec,Trucks,1066871
2018-12-01T00:00:00.Z,Quebec,Trucks,800816
2019-01-01T00:00:00.Z,Quebec,Trucks,736910
2019-02-01T00:00:00.Z,Quebec,Trucks,808895
2019-03-01T00:00:00.Z,Quebec,Trucks,1314060
2019-04-01T00:00:00.Z,Quebec,Trucks,1334882
2019-05-01T00:00:00.Z,Quebec,Trucks,1521521
2019-06-01T00:00:00.Z,Quebec,Trucks,1247676
2019-07-01T00:00:00.Z,Quebec,Trucks,1238983
2019-08-01T00:00:00.Z,Quebec,Trucks,1303764
2019-09-01T00:00:00.Z,Quebec,Trucks,1224215
2019-10-01T00:00:00.Z,Quebec,Trucks,1234431
2019-11-01T00:00:00.Z,Quebec,Trucks,1101662
2019-12-01T00:00:00.Z,Quebec,Trucks,854102
